#   In  Out Total
228:  4   0   4
303:  2   2   4
225:  3   1   4
180:  1   3   4
185:  1   3   4
186:  2   2   4
248:  3   1   4
270:  3   1   4
273:  3   1   4
300:  2   2   4
255:  2   2   4
236:  2   2   4
220:  2   2   4
235:  1   3   4
207:  1   3   4
314:  3   1   4
227:  1   3   4
242:  1   3   4
246:  2   2   4
367:  3   1   4
298:  1   3   4
332:  3   1   4
315:  1   3   4
289:  3   1   4
364:  2   2   4
309:  1   3   4
321:  1   3   4
374:  2   2   4
368:  1   3   4


