Node Count: 286

Node List:  1, 8, 44, 2, 33, 87, 3, 11, 117, 284, 4, 153, 27, 5, 62, 25, 6, 167, 259, 7, 13, 32, 14, 9, 145, 52, 10, 270, 281, 73, 79, 12, 45, 23, 91, 104, 15, 109, 66, 16, 69, 115, 17, 183, 222, 18, 19, 37, 161, 111, 20, 21, 22, 187, 156, 24, 217, 211, 173, 26, 191, 31, 172, 133, 28, 67, 35, 29, 135, 212, 30, 143, 77, 168, 169, 181, 98, 108, 119, 129, 50, 34, 48, 36, 220, 38, 39, 134, 40, 56, 41, 47, 55, 42, 190, 43, 127, 75, 60, 46, 89, 57, 49, 148, 113, 166, 82, 59, 51, 106, 84, 53, 54, 162, 228, 64, 58, 61, 175, 208, 192, 132, 63, 65, 286, 138, 225, 233, 237, 68, 72, 70, 186, 71, 151, 159, 90, 74, 174, 180, 76, 130, 78, 80, 241, 81, 94, 178, 83, 277, 264, 85, 155, 160, 86, 95, 88, 100, 92, 196, 93, 140, 96, 110, 114, 105, 97, 185, 99, 122, 126, 107, 101, 139, 102, 285, 103, 146, 165, 116, 112, 136, 121, 118, 120, 123, 124, 163, 131, 125, 177, 128, 147, 205, 262, 176, 157, 137, 204, 150, 141, 179, 142, 184, 152, 144, 274, 267, 149, 254, 170, 154, 223, 218, 182, 158, 221, 164, 171, 201, 226, 213, 200, 242, 188, 199, 189, 231, 245, 210, 193, 209, 194, 207, 197, 195, 216, 229, 198, 255, 202, 203, 219, 206, 227, 224, 214, 215, 256, 263, 230, 265, 257, 238, 232, 235, 248, 234, 236, 244, 261, 239, 247, 269, 240, 250, 243, 246, 249, 271, 283, 266, 251, 260, 252, 253, 258, 276, 268, 273, 278, 279, 275, 272, 282, 280

Average degree: 3.93

Diameter (directed):   30.0
Diameter (undirected): 25.0

Degree Distribution (undirected): 
   degree: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
    nodes: 0 10 6 137 71 29 12 9 3 4 2 0 1 0 0 0 0 1 1 

Degree Ranges: 
    min max tot
all [1, 18, 1124]
 in [0, 18, 562]
out [0, 4, 562]

Degree map: (high degree nodes)
#   In  Out Total
220:  18   0   18
191:  15   2   17
145:  10   2   12
34:  8   2   10
127:  8   2   10
87:  5   4   9
79:  7   2   9
102:  6   3   9
285:  7   2   9
7:  6   2   8
21:  6   2   8
67:  6   2   8
8:  5   2   7
62:  5   2   7
25:  5   2   7
75:  5   2   7
94:  5   2   7
140:  5   2   7
147:  5   2   7
262:  5   2   7
231:  5   2   7
33:  4   2   6
32:  2   4   6
115:  4   2   6
31:  4   2   6
98:  3   3   6
108:  3   3   6
49:  3   3   6
64:  4   2   6
174:  4   2   6
81:  4   2   6
136:  4   2   6
239:  4   2   6
4:  3   2   5
153:  2   3   5
52:  3   2   5
91:  1   4   5
104:  1   4   5
109:  3   2   5
183:  5   0   5
18:  3   2   5
35:  3   2   5
30:  2   3   5
119:  3   2   5
129:  3   2   5
39:  3   2   5
40:  3   2   5
166:  3   2   5
106:  3   2   5
180:  5   0   5
155:  2   3   5
93:  2   3   5
114:  2   3   5
105:  2   3   5
185:  3   2   5
126:  2   3   5
101:  2   3   5
146:  3   2   5
121:  2   3   5
176:  2   3   5
247:  3   2   5
269:  3   2   5
1:  2   2   4
44:  2   2   4
3:  1   3   4
11:  2   2   4
117:  2   2   4
284:  2   2   4
27:  2   2   4
5:  2   2   4
259:  1   3   4
13:  2   2   4
12:  2   2   4
45:  1   3   4
23:  2   2   4
15:  2   2   4
66:  1   3   4
16:  2   2   4
17:  2   2   4
19:  1   3   4
37:  4   0   4
161:  4   0   4
20:  2   2   4
187:  4   0   4
217:  2   2   4
211:  2   2   4
172:  1   3   4
28:  1   3   4
29:  2   2   4
135:  2   2   4
212:  2   2   4
169:  2   2   4
181:  2   2   4
134:  2   2   4
56:  1   3   4
148:  1   3   4
113:  2   2   4
82:  1   3   4
59:  1   3   4
51:  2   2   4
132:  2   2   4
233:  2   2   4
237:  1   3   4
68:  2   2   4
72:  2   2   4
70:  2   2   4
186:  2   2   4
130:  2   2   4
83:  2   2   4
160:  2   2   4
86:  2   2   4
92:  2   2   4
196:  2   2   4
96:  1   3   4
110:  2   2   4
139:  2   2   4
112:  1   3   4
124:  2   2   4
163:  1   3   4
141:  2   2   4
179:  2   2   4
144:  2   2   4
171:  2   2   4
189:  2   2   4
245:  4   0   4
209:  2   2   4
207:  2   2   4
195:  2   2   4
219:  2   2   4
234:  2   2   4
240:  2   2   4
271:  2   2   4
283:  2   2   4


