id	box	folder	series	series_no	title	author	publisher	citation	book_id	series_id
40-07	40	07	Asterix Adventure Games		Asterix Against All Odds			Asterix Against All Odds. Author: Stephen Thraves. Publisher: Hodder and Stoughton, 1992. ISBN: 0340548746. Publisher series no: 38. Book ID: 193. 289 sections.	193	38
40-08	40	08	Choose Your Own Adventure (1979-1998)		Daredevil Park			Daredevil Park. Author: Sara Compton, Spencer Compton. Publisher: Bantam, 1991. Publisher series no: 30. Book ID: 404.	404	30
40-09	40	09	Choose Your Own Adventure (2005-)		Journey Under the Sea			Journey Under the Sea. Author: R.A. Montgomery. Publisher: Chooseco, 1977. ISBN: 0553140035. Publisher series no: 870. Book ID: 163. 97 pages (British Adventures of You edition), 117 pages (original CYOA release).	163	870
40-21	40	21-22	Choose Your Own Adventure (2005-)		Mystery of the Maya			Mystery of the Maya. Author: R.A. Montgomery. Publisher: Chooseco, 1981. ISBN: 0553146009. Publisher series no: 870. Book ID: 555. 134 pages (original), 131 pages (reissue).	555	870
40-24	40	24	Miscellaneous Works by Jason Shiga		Fleep			Fleep. Author: Jason Shiga.
40-25	40	25	Pokemon		Pokemon: Choose Your Own Pathway to Adventure			Pokemon: Choose Your Own Pathway to Adventure. Author: Alex Gray. Publisher: Sybex, 2000. ISBN: 078212903X. Publisher series no: 309. Book ID: 1918. 112 pages (plus introduction and room for personal notes).	1918	309
40-26	40	26	Follow Your Heart		Your Best Friend's Boyfriend			Your Best Friend's Boyfriend. Author: J.E. Bright. Publisher: Scholastic, 2006. ISBN: 0439791405. Publisher series no: 1029. Book ID: 7333. 230 pages.	7333	1029
40-27	40	27	Hook Up or Break Up		Love is Random Too			Love is Random Too. Author: Kendall Adams. Publisher: HarperCollins, 2006. ISBN: 0060885637. Publisher series no: 1075. Book ID: 7518. 245 pages.	7518	1075
40-28	40	28	Slave Traders of Ganox, The		Slave Traders of Ganox, The			Slave Traders of Ganox, The. Author: Denis Bond. Publisher: Studio Publications, 1987. ISBN: 0862153883. Publisher series no: 324. Book ID: 2197. 45 pages.	2197	324
40-29	40	29	Inz Interactive Novels		Inz the Warrior			Inz the Warrior. Author: Sahil Asthana. Publisher: Outskirts Press, 2008. ISBN: 1432727168. Publisher series no: 1151. Book ID: 7920. 218 pages (106 sections).	7920	1151
40-30	40	30	Megaigra [Мегаигра]		Megaigra 8 [Мегаигра 8]			Megaigra 8 [Мегаигра 8]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 10023. 144 pages.	10023	802
40-31	40	31	Megaigra [Мегаигра]		Megaigra 10 [Мегаигра 10]			Megaigra 10 [Мегаигра 10]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 10024. 144 pages.	10024	802
40-32	40	32	Megaigra [Мегаигра]		Megaigra 9 [Мегаигра 9]			Megaigra 9 [Мегаигра 9]. Publisher: Mega [Meгa], 1997. Publisher series no: 802. Book ID: 5312. 144 pages.	5312	802
40-33	40	33	Megaigra [Мегаигра]		Megaigra 13 [Мегаигра 13]			Megaigra 13 [Мегаигра 13]. Publisher: Mega [Meгa], 1998. Publisher series no: 802. Book ID: 10025. 112 pages.	10025	802
40-34	40	34	Autoduel Quarterly		Autoduel Quarterly Volume 6, Number 3			Autoduel Quarterly Volume 6, Number 3. Publisher: Steve Jackson Games, 1988. Publisher series no: 43. Book ID: 207. 48 pages.	207	43
40-35	40	35	Adventures of Goldhawk		Darkmoon's Curse			Darkmoon's Curse. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 158. 83 sections.	158	25
40-36	40	36-37	Adventures of Goldhawk		Demon Spider, The			Demon Spider, The. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 159.	159	25
40-38	40	38	Adventures of Goldhawk		Mudworm Swamp			Mudworm Swamp. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 160.	160	25
40-39	40	39	Adventures of Goldhawk		Ghost Road			Ghost Road. Author: Ian Livingstone. Publisher: Penguin, 1995. Publisher series no: 25. Book ID: 161.	161	25
40-40	40	40	Lost in Austen: Create Your Own Jane Austen Adventure		Lost in Austen: Create Your Own Jane Austen Adventure			Lost in Austen: Create Your Own Jane Austen Adventure. Author: Emma Campbell Webster. Publisher: Atlantic Books, 2007. ISBN: 1594482586. Publisher series no: 1076. Book ID: 7526. 348 pages.	7526	1076
40-41	40	41	Your Party Needs You		Your Party Needs You: The Election Gamebook			Your Party Needs You: The Election Gamebook. Author: Simon Farrell, Jon(athan) Sutherland. Publisher: Andre Deutsch, 1987. ISBN: 0233981306. Publisher series no: 418. Book ID: 2416. 175 pages (300 sections).	2416	418
40-42	40	42	Book of Wizardry, The		Book of Wizardry, The			Book of Wizardry, The. Author: Cornelius Rumstuckle (J.H. (Herbie) Brennan). Publisher: Llewellyn, 2003. ISBN: 0738701653. Publisher series no: 410. Book ID: 2373. 325 pages (22 lessons plus 170-section 'Quest for the Wizards' Guild' adventure).	2373	410
40-43	40	43	Fatemaster		Treachery in Drakenwood			Treachery in Drakenwood. Author: Paul Vernon. Publisher: Unwin, 1986. ISBN: 0047930802. Publisher series no: 155. Book ID: 1029. 500 sections (plus prologue, epilogue and rules).	1029	155
40-44	40	44	Fatemaster		Fortress of the Firelord			Fortress of the Firelord. Author: Paul Vernon. Publisher: Unwin, 1986. Publisher series no: 155. Book ID: 1030.	1030	155
40-45	40	45	Cretan Chronicles		Return of the Wanderer			Return of the Wanderer. Author: John Butterfield, David Honigmann, Philip Parker. Publisher: Penguin, 1986. Publisher series no: 96. Book ID: 694. 600 sections.	694	96
40-46	40	46	Fantom Empires		Golem of Brick Lane, The			Golem of Brick Lane, The. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2005. ISBN: 1840466987. Publisher series no: 707. Book ID: 4727. 362 pages (500 sections).	4727	707
40-47	40	47	Meet Me at the Fair		Meet Me at the Fair			Meet Me at the Fair. Author: Barbara McDonough. Publisher: Information Resource Consultants, 1988. ISBN: 0931821436. Publisher series no: 267. Book ID: 1739. 59 pages.	1739	267
40-48	40	48	Football Fantasy		Trent Albion 4-3-3			Trent Albion 4-3-3. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 1840465905. Publisher series no: 72. Book ID: 440. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	440	72
40-49	40	49	Football Fantasy		Mersey City 4-4-2			Mersey City 4-4-2. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 1840465972. Publisher series no: 72. Book ID: 441. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	441	72
40-50	40	50	Football Fantasy		Thames United 4-4-2			Thames United 4-4-2. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 1840465980. Publisher series no: 72. Book ID: 442. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	442	72
40-51	40	51	Football Fantasy		Bridgewater 5-3-2			Bridgewater 5-3-2. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 184046609X. Publisher series no: 72. Book ID: 443. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	443	72
40-52	40	52	Football Fantasy		Medway United 4-5-1			Medway United 4-5-1. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 1840465999. Publisher series no: 72. Book ID: 444. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	444	72
40-53	40	53	Football Fantasy		Tyne Athletic 4-3-3			Tyne Athletic 4-3-3. Author: Jon(athan) Sutherland. Publisher: Wizard Books, 2004. ISBN: 1840465964. Publisher series no: 72. Book ID: 439. 300 pages (242 gameplay pages plus rules, biographies, history, etc.).	439	72
41-01	41	01	Miscellaneous Works by Jorge Luis Borges		Ficciones			Ficciones. 1962. ISBN: 0394172442. Publisher series no: 1046. Book ID: 7386. 174 pages.	7386	1046
41-02	41	02	Usborne Puzzle Adventures		Second Usborne Book of Puzzle Adventures, The			Second Usborne Book of Puzzle Adventures, The. Publisher: Usborne, 1990. ISBN: 0746003102. Publisher series no: 1449. Book ID: 9582.	9582	1449
41-03	41	03	Usborne Puzzle Adventures		Invisible Spy, The			Invisible Spy, The. Author: Mark Fowler. Publisher: Usborne, 1993. ISBN: 0746005105. Publisher series no: 1449. Book ID: 9572. 48 pages.	9572	1449
41-04	41	04	Usborne Puzzle Adventures		Pyramid Plot, The			Pyramid Plot, The. Author: Justin Somper. Publisher: Usborne, 1992. ISBN: 0746005067. Publisher series no: 1449. Book ID: 9571. 48 pages.	9571	1449
41-05	41	05	Miscellaneous Works by Timm Daniels [Тим Дениълс]		Gospodaryat na zverovete [Господарят на зверовете]			Gospodaryat na zverovete [Господарят на зверовете]. Author: Timm Daniels [Тим Дениълс] (Lyubomir Nikolov [Любомир Николов]). Publisher: Astrala [Астрала], 1993. ISBN: 9545620099. Publisher series no: 809. Book ID: 5337. 255 pages (453 sections).	5337	809
41-06	41	06	Fantasy Kalandjáték		sárkány háborúja, A			sárkány háborúja, A. Author: Tihor Miklós, Mazán Zsolt. Publisher: LSI Shop, 1989. ISBN: 9635930143. Publisher series no: 1020. Book ID: 7078. 132 pages (400 sections).	7078	1020
41-07	41	07	Fantasy Kalandjáték		Kard és mágia			Kard és mágia. Author: Tihor Miklós, Mazán Zsolt. Publisher: LSI Shop, . ISBN: 9637398023. Publisher series no: 1020. Book ID: 7079. 420 sections.	7079	1020
41-08	41	08	Boken med…olika slut		Livsfarligt rally			Livsfarligt rally. Translator: Madelaine Hjelm. Publisher: B. Wahlström, 1984. ISBN: 9132124791. Publisher series no: 626. Book ID: 4298. 116 pages.	4298	626
41-09	41	09	Miscellaneous Works by Robert Blond [Робърт Блонд]		Sonora [Сонора]			Sonora [Сонора]. Author: Robert Blond [Робърт Блонд] (Bogdan Russev [Богдан Русев]). Publisher: Pleiada [Плеяда], 1994. Publisher series no: 986. Book ID: 6958. 231 pages (425 sections).	6958	986
41-10	41	10	Sværd og trolddom: Sagaen om den magiske krone		Forbandelsens bjerge			Forbandelsens bjerge. Translator: Thomas Brunn. Publisher: Borgen, 1988. Publisher series no: 890. Book ID: 6085.	6085	890
41-11	41	11	Fiaba game		Tu sei il califfo del deserto			Tu sei il califfo del deserto. Author: Stefania Fabri. Publisher: Giunti-Marzocco, 1994. ISBN: 8809203844. Publisher series no: 936. Book ID: 6392. 22 sections.	6392	936
41-12	41	12	Fiaba game		Tu sei la fata dei folletti			Tu sei la fata dei folletti. Author: Stefania Fabri. Publisher: Giunti-Marzocco, 1994. ISBN: 8809205286. Publisher series no: 936. Book ID: 6391. 22 sections.	6391	936
41-13	41	13	Straniero, Lo		In cerca di fortuna			In cerca di fortuna. Author: Andrea Angiolino. Publisher: Ripostes, 1987. Publisher series no: 1060. Book ID: 7428. 78 pages (363 sections).	7428	1060
41-14	41	14	Libri di Mondo Erre, I		Avventure al campo			Avventure al campo. Author: Andrea Angiolino, Pier Giorgio Paglia. 1996. ISBN: 8801000138. Publisher series no: 1065. Book ID: 7446. 128 pages (229 sections).	7446	1065
41-15	41	15	Libri di Mondo Erre, I		Misteri delle catacombe, I			Misteri delle catacombe, I. 2000. Author: Andea Angiolino, Domenico Di Giorgio, Francesca Garello. Publisher series no: 1065. Book ID: 7447.	7447	1065
41-16	41	16	Novecento Giochi		gobbo maledetto, Il			gobbo maledetto, Il. Author: Gregory Alegi, Andrea Angiolino. 1993. ISBN: 8888423087. Publisher series no: 1063. Book ID: 7443. 152 pages (245 sections) (second edition).	7443	1063
41-17	41	17	Big Night Out		Big Night Out			Big Night Out. Author: Lorraine Freeney, Tara McCarthy. Publisher: St. Martin's Press, 1999. ISBN: 0312198345. Publisher series no: 166. Book ID: 1140. 360 pages.	1140	166
41-18	41	18	Aventuras fantásticas		senhor do caos, O			senhor do caos, O. Translator: Francisco Silva Pereira. Publisher: Verbo, 2001. ISBN: 9722220489. Publisher series no: 517. Book ID: 3532. 400 sections.	3532	517
41-19	41	19	Aventuras fantásticas		lenda dos cavaleiros das trevas, A			lenda dos cavaleiros das trevas, A. Translator: Ana Maria Sampaio Pinho. Publisher: Verbo, 1998. ISBN: 9722219340. Publisher series no: 517. Book ID: 3530. 400 sections.	3530	517
41-20	41	20	Aventuras fantásticas		Escravos do abismo			Escravos do abismo. Translator: Isabel Gomes. Publisher: Verbo, 1997. ISBN: 9722217976. Publisher series no: 517. Book ID: 3528. 400 sections.	3528	517
41-21	41	21	Aventuras fantásticas		ladrão de espíritos, O			ladrão de espíritos, O. Translator: Isabel Simões do Santos. Publisher: Verbo, 1995. ISBN: 9722216821. Publisher series no: 517. Book ID: 3524. 400 sections.	3524	517
41-22	41	22	Aventuras fantásticas		Cavaleiro do céu			Cavaleiro do céu. Translator: Maria José Torres Pereira. Publisher: Verbo, 1995. ISBN: 9722216767. Publisher series no: 517. Book ID: 3523. 400 sections.	3523	517
41-23	41	23	Aventuras fantásticas		talismã da morte, O			talismã da morte, O. Translator: Maria Cristina Varela Ramos. Publisher: Verbo, 1989. ISBN: 972221196X. Publisher series no: 517. Book ID: 3452. 400 sections.	3452	517
41-24	41	24	Aventuras fantásticas		feiticeira das neves, A			feiticeira das neves, A. Translator: Ana Maria Sampaio Pinho. Publisher: Verbo, 1988. ISBN: 972221151X. Publisher series no: 517. Book ID: 3450. 400 sections.	3450	517
41-25	41	25	Choose Your Destiny		What if... Everyone Knew Your Name			What if... Everyone Knew Your Name. Author: Sara James. Publisher: Random House, 2006. ISBN: 0385732961. Publisher series no: 1028. Book ID: 7331. 340 pages.	7331	1028
41-26	41	26	Fighting Fantasy: The Introductory Role-Playing Game		Titan: The Fighting Fantasy World			Titan: The Fighting Fantasy World. Author: Marc Gascoigne (editing). Publisher: Penguin, 1986. ISBN: 0857440691. Publisher series no: 233. Book ID: 1429.	1429	233
41-27	41	27	Fighting Fantasy: The Introductory Role-Playing Game		Out of the Pit			Out of the Pit. Author: Marc Gascoigne (editing). Publisher: Penguin, 1985. ISBN: 0857440683. Publisher series no: 233. Book ID: 1428.	1428	233
41-28	41	28	Advanced Fighting Fantasy		Blacksand			Blacksand! Author: Marc Gascoigne, Pete Tamlyn. Publisher: Penguin, 1990. Publisher series no: 234. Book ID: 1431.	1431	234
41-29	41	29	Advanced Fighting Fantasy		Dungeoneer			Dungeoneer. Author: Marc Gascoigne, Pete Tamlyn. Publisher: Penguin, 1989. Publisher series no: 234. Book ID: 1430.	1430	234
41-30	41	30	Choose Your Own Adventure for Younger Readers		Movie Mystery, The			Movie Mystery, The. Author: Susan Saunders. Publisher: Susan Saunders. Bantam, 1987. ISBN: 0812453778. Publisher series no: 74. Book ID: 607. 51 pages.	607	74
41-31	41	31	Storytrails		Storytrails Book of Science Fiction, The			Storytrails Book of Science Fiction, The. Publisher: Cambridge University Press, 1987. Publisher series no: 214. Book ID: 7789.	7789	214
41-32	41	32	Lone Wolf		Lone Wolf Adventures Book 1 and 2			Lone Wolf Adventures Book 1 and 2. Publisher: Hutchinson, 1984. ISBN: 0091589304.
41-33	41	33	Girls About Town		American Girls About Town			American Girls About Town. Author: Sarah Mlynowski. Publisher: Simon and Schuster, 2004. ISBN: 0743496957. Publisher series no: 1094. Book ID: 7608. 369 pages.	7608	1094
41-34	41	34	Manuali educativi		Costruire i libri-gioco			Costruire i libri-gioco. Author: Andrea Angiolino. Publisher: Sonda, 2004. ISBN: 8871063813. Publisher series no: 1423. Book ID: 9401. 189 pages.	9401	1423
42-01	42	01	Giocare a dadi col drago		Giocare a dadi col drago			Giocare a dadi col drago. Translator: Licia Guadalupi. Publisher: Longanesi, 1986. ISBN: 8830406643. Publisher series no: 897. Book ID: 6120.	6120	897
42-02	42	02	Warhammer: Path to Victory		Hive of the Dead			Hive of the Dead. Author: C.Z. Dunn. Publisher: Games Workshop, 2011. ISBN: 1849701636. Publisher series no: 1435. Book ID: 9476. 288 pages.	9476	1435
42-03	42	03	Icon and Wizard Books		New Titles from Icon and Wizard Books January-June 2004			New Titles from Icon and Wizard Books January-June 2004.
42-04	42	04	Icon and Wizard Books		New Titles from Icon and Wizard Books July-December 2004			New Titles from Icon and Wizard Books July-December 2004.
42-05	42	5-8	Grampa Barmo's Discount Game Magazine		Grampa Barmo's Discount Game Magazine, 1-4			Grampa Barmo's Discount Game Magazine, 1-4. Publisher: On-a-Stick Publications, 2002. Publisher series no: 183. Book ID: 1262.	1262	183
42-09	42	09	Fantasi and terninger		På eventyr i Vildmarken			På eventyr i Vildmarken. Translator: Peter Parkov. Publisher: Stavnsager, 1986. ISBN: 8772750227. Publisher series no: 736. Book ID: 5002.	5002	736
42-10	42	10	Miscellaneous Works by Jason Shiga		Bum's Rush, The			Bum's Rush, The. Author: Jason Shiga. Publisher series no: 322. Book ID: 2194. 77 panels.	2194	322
