5	18
	14
6	7
7	90
	64
8	74
	118
9	10
10	69
	85
11	82
	30
12	13
13	68
	23
14	15
15	16
16	49
	77
17	101
19	20
20	22
22	69
23	62
24	25
25	40
	75
26	27
27	60
	106
28	29
29	35
	97
32	53
	78
33	34
34	8
35	88
36	37
37	38
38	109
	45
40	41
41	42
42	43
43	9
	26
45	46
46	48
48	91
50	51
51	52
52	104
	114
53	40
54	56	E
57	58
58	117
	33
59	87
	107
60	61
61	44
	19
62	63	E
65	66
66	67
67	17
	101
68	36
69	70
70	72
72	73
73	98
	11
75	76
76	39
	94
77	28
78	80	E
81	11
82	83
83	84
84	110
	122
85	86
86	113
	57
88	89
89	65
91	92
92	93
93	123
94	96
96	100
	6
97	88
98	99
99	54
	81
101	103
103	120
	40
104	105
105	12
107	108
108	40
	24
110	111
111	112
112	8
114	115
116	12
118	50
120	121
121	59
	32
122	8
123	124	E
