1	2
2	3
3	4
4	5
5	6
6	8
8	13
	16
9	31
10	18
12	37
	98
13	31
	24
14	40
	25
	44
16	17
17	33
	26
18	92
	42
19	31
20	110
	51
22	36
	78
24	20
	38
26	46
	9
27	28
28	29
29	79
	122
30	92
	42
31	41
	80
33	34
34	30
	84
38	39
39	117
	19
	54
40	65
	97
41	72
	80
42	58
	112
46	88
	10
47	48
48	52
	23
50	62
	101
51	66
	60
52	71
	111
54	57
	107
57	103
	83
58	59
59	102
	50
60	32
	68
61	82
62	109
	114
66	108
	115
67	118
71	106
	12
72	45
	47
74	61
	100
75	118
76	96
	120
78	93
	69
80	94
	89
82	67
	75
83	117
	19
84	11
	22
86	87
88	14
89	90	
90	74
	82
92	45
	47
93		E
	8	begin again
94	95
102	81
	104
106	27
	55
107	14
110	76
	53
112	86
	116
115	32
	68
116	64
	73
120	121
